username,date,tweet,existence,existence.confidence
MyselfDiamond,29/03/2023 15:30,"UN Climate Change Plan to Shift Industy, wealth globally? :) environmental jobs http://bit.ly/a6Nbik",NA,1
eIonmusty,29/03/2023 14:46,Global Warming: Ozone Hole Healing http://bit.ly/aXpdcl,Y,0.6552
referee2000,29/03/2023 14:44,My daughter says Global Warming Is NOT Cool!  http://twitgoo.com/ok5ya,Y,0.6734
MarkOsuchukwu,29/03/2023 14:37,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y,1
mommilph,29/03/2023 14:33,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y,0.6698
abacaj,29/03/2023 14:31,Water at core of climate change impacts-UN experts http://bit.ly/blGAF7,Y,1
TylerHakes,29/03/2023 14:18,Media Ignores Storm Over Climate Change http://bit.ly/bdASFT,N,0.37
SolarHeavy,29/03/2023 14:13,"Weathermen say no global warming: by Wayne Niedurhuth Since global warming continues to be a hot topic, an update ... http://bit.ly/aegPjv",NA,0.5259
ProdBySheikah,29/03/2023 14:10,"(Google News) Empowering a Climate Change Movement, Part 3: Instead of Cursing the Dark ... - Huffington Post (blog... http://ow.ly/16wAnO",Y,0.6973
TurboIucius,29/03/2023 13:42,Global Warming Makes Trees Grow Faster http://bit.ly/cyV4U0,Y,1
yacineMTB,29/03/2023 13:42,RT @greenforyou: Global Warming Makes Trees Grow Faster #green http://bit.ly/aTcHok,Y,1
PatBlanchfield,29/03/2023 13:41,RT @PatrickStrother: The great global warming collapse. From science to advocacy.  http://ow.ly/14T4W,N,0.7027
gregorygmwhite,29/03/2023 13:40,RT @TM_Climate: Rudd versus Abbott on climate change: what's the difference? ' Crikey http://retwt.me/1LVuR #green #climate,NA,1
ZachWeiner,29/03/2023 13:25,RT @Flipbooks |@UN Climate Science Panel INCORRECTLY Linked Global Warming to Rise in Natural Disasters (Telegraph) http://bit.ly/8FDCTW,N,1
theantonioreza,29/03/2023 13:23,More Exaggerated Climate Change Claims Causing Backlash as More Are Debunked - http://bit.ly/cXV3Ql,NA,0.7051
seanmcarroll,29/03/2023 13:18,#global warming Calif program delayed by jobs initiative.  Don't be misled.  http://www.intlawctr.com/html/body_news_feed.html#LATJBrown,NA,0.7042
csdojo404,29/03/2023 13:01,@thegeo He just invented the internet; he's already moved on to global warming :-),N,0.6336
Nicolascole77,29/03/2023 12:41,The fear and farce of climate-change science: One embattled scientist admits suicidal thoughts as another pens sex... http://bit.ly/a8yhBU,NA,0.6567
vngnc,29/03/2023 12:35,:)  Are ALL of these ways to stop global warming? carpool,N,0.6667
_fabeany_,29/03/2023 11:50,;)  Global Warming May Cook Sea Turtle Eggs james cook university,Y,0.6476
ProfNoahGian,29/03/2023 11:10,Inuit must adapt to climate change: study: James Ford has spent eight years researching the effects of climate c... http://bit.ly/bYEa9l,Y,0.7085
0xmaddie_,29/03/2023 10:50,"Global warming goof of the day ' Don Surber: Science Daily: 'ScienceDaily (Feb. 7, 2010) ' Glaciologists at the La... http://bit.ly/bHTo0K",NA,0.6578
AAAAAAA09809433,29/03/2023 10:33,"Addressing Global Warming: Retrain Coal Workers for Green Jobs: Create carrots for coal states -- specifically, gr... http://bit.ly/c9fUuL",Y,1
yishan,29/03/2023 10:30,20th Century discovery of ammonia = chemical fertilizer=abundant food=population explosion=create nitrogen accumulation= global warming.,Y,0.6579
geoffreylitt,29/03/2023 10:23,Addressing Global Warming: Retrain Coal Workers for Green Jobs: A perfect storm of factors are massing against con... http://bit.ly/9DohKw,Y,1
dan_abramov,29/03/2023 10:18,@Emperor_Bob In this book he tears the whole global warming theory apart piece by piece. The debate is NOT closed.. just some minds,N,0.6476
hussien_coding,29/03/2023 10:05,"Grrr! Flipping channels, I landed on Sundance Chnnl & some global warming hysteric ""documentary"" w/ IPCC dude yapping. Musta been a comedy.",N,1
XanderMobusVO,29/03/2023 09:51,Public loses faith in climate change science after leaked emails scandal http://ow.ly/16wpla,NA,0.6501
LinusEkenstam,29/03/2023 09:42,What happened to Global Warming? http://ow.ly/14Ppn,NA,0.6383
rgeasley,29/03/2023 09:30,"@Emperor_Bob Why, btw dio you now call it climate change? CO2 causes cooling also? Wow we better all hold our breath more",N,1
zebharadon,29/03/2023 09:05,@Emperor_Bob Global Warming is only undeniable to the far Left who are not interested in pesky facts. The science is just not there.,N,1
LouisPeitzman,29/03/2023 07:44,C-Questor Carbon Markets and Climate Change News Letter ... http://bit.ly/9CqRQJ,NA,1
SomniaCrawler,29/03/2023 07:25,C-Questor Carbon Markets and Climate Change News Letter ... http://bit.ly/9CqRQJ,Y,1
goth600,29/03/2023 06:49,RT @OrionGrassroots: Small but growing twttr list of folks heading 2 #indigenous ppl's Conference on #Climate Change http://bit.ly/ala0oY,NA,0.6796
StevenSimmons,29/03/2023 06:44,How much has IPCC's reliance on 'grey literature' to advocate global warming cost business? Has policy uncertainty delayed economic growth?,N,0.6704
amix3k,29/03/2023 06:23,I have never known LA to be so cold until Global Warming took over,Y,0.6468
MattGarciaEth,29/03/2023 06:17,"Never Yet Melted ' Global Warming Eliminates Snow in Virginia: In Virginia, the weather also has changed dramatica... http://bit.ly/9nfO8k",Y,0.6679
moshpitterr,29/03/2023 05:47,"China US cold war? Taiwan, Tibet, internet freedom, global warming, trade imbalances, debt #gold via mineweb http://tinyurl.com/yhrmzd7",NA,0.7127
shroom_daddy,29/03/2023 05:18,"Nigeria, Climate Change And A Renewable Energy Master Plan | Gov ... http://bit.ly/cuOASY",Y,1
Lewchube,29/03/2023 05:13,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner  http://shar.es/aNNS7 via @sharethis",Y,1
oliver__b1,29/03/2023 05:13,Poll: Believers in man-made global warming rapidly dwindling: True/Slant What a great story. The Warmers are going... http://bit.ly/cGHOiP,N,0.6456
d_feldman,29/03/2023 05:13,"Snow? Global Warming? Natural Laws & Climate Change: Sun Enters New...: LAW PUNDIT Sunday, February 07, 2010 2/07/... http://bit.ly/95tWNA",Y,0.656
spader_mac,29/03/2023 05:11,global warming skeptics :P http://bit.ly/aEAwKV Because 'man-made global warming' skeptics in Alaska rock and,N,1
AWDtwit,29/03/2023 04:53,Your in Orlando right? Florida freeze due to global warming! http://tweetphoto.com/10688502,Y,0.6942
Massive_CA,29/03/2023 04:42,"http://ow.ly/14MqV  RFK, Jr. 15 months ago: Global warming means no snow or cold in DC |",N,0.6435
antoniogm,29/03/2023 04:29,Water at core of climate change impacts: experts: OSLO (Reuters) - The main impact of climate change will be on wa... http://bit.ly/dbUrHS,Y,1
TAHK0,29/03/2023 04:17,The great global warming collapse  http://bit.ly/cNkFt3 Movement dead? Proper skepticism healthy. [Who is accountable for economic damage?],N,0.6803
VividVoid_,29/03/2023 04:11,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/cwNSrc",Y,0.4918
findgg33,29/03/2023 03:49,"Glacier Responses to Climate Change are Complex, as are the Impacts: Glaciers are quite sensitive to climate cha... http://bit.ly/91dsZf",Y,0.6854
Dreams_on_Paper,29/03/2023 03:34,Marine reserves and climate change: study finds no-take reserves ... http://bit.ly/ajQNK0,Y,0.6641
thatroblennon,29/03/2023 03:31,Japanese gov't asks Toyota to investigate complaints against cars http://bit.ly/bYgNeG :O ways to stop global warming,Y,1
SnaredWolf,29/03/2023 03:06,Is It Over for Global Warming Hysteria? http://bit.ly/9XFJUT,N,0.6591
deriph997,29/03/2023 02:15,The great global warming collapse http://bit.ly/bOwNDG,NA,0.3461
Dandanily,29/03/2023 02:00,"Climate change, pollution are suspects in rusty blackbirds' plummeting numbers http://bit.ly/93XIMC",Y,1
BrandonMcCamey,29/03/2023 01:58,"CLIMATE CHANGE-BOLIVIA: In Defence of Pachamama: LA PAZ, Apr 16 (IPS) - Through their ancestral knowledge and trad... http://bit.ly/bQ0Zhj",Y,0.6528
simonw,29/03/2023 01:47,Chicago Ray Report: The great global warming collapse: A 44 year old chicagoans take on todays top news stories an... http://bit.ly/bEFJ9x,Y,0.5599
TheBlackNerd,29/03/2023 01:40,"Global warming good for trees, bad for ducks: studies http://bit.ly/cvhBck",Y,0.6552
emollick,29/03/2023 01:05,India seeks clarity on equity of climate change flow: http://ping.fm/IU6OH,NA,0.7183
simonw,29/03/2023 00:59,"Global warming is man-made, top UN official reaffirms: LONDON, Feb 7 (APP)- The UK-based Association of Pakistan L... http://bit.ly/d0rdMY",Y,0.6874
author_lise,29/03/2023 00:58,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y,1
drmichaellevin,29/03/2023 00:57,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y,1
a1111ac011d0,29/03/2023 00:32,"snow -snow go away , global warming people are trying to stay.",N,0.6677
ben_j_todd,29/03/2023 00:03,Olympic Organizers desperate for climate change... http://ow.ly/16wbS7,NA,0.5298
itsandrewgao,29/03/2023 00:01,California Network to Monitor Global-Warming Emissions -- http://goo.gl/kJFO,Y,0.7453
dannolan,29/03/2023 00:01,"""As the science scandals keep coming, the air has gone out of the climate-change movement""  http://tinyurl.com/yf34stp",NA,0.6683
TommyIsBS,28/03/2023 23:56,Poll: Nevada skeptical of global warming|Nevadans are cool to the idea the planet is getting warmer and to a .. http://oohja.com/xb1Ea,NA,0.5293
fortelabs,28/03/2023 23:49,Well researched article on Global Warming /climate change hoax. http://tinyurl.com/yf34stp,N,0.671
josiahsdoodles,28/03/2023 22:52,India is first country to probe climate change hoax. Wake up America. Al Gore and his greenies are a fraud.,N,1
EricDewhirst,28/03/2023 22:46,Robin McKie v Benny Peiser - Has the science of climate change been undermined by email leaks and the IPCC's glacie... http://ow.ly/16w9Kb,Y,0.6998
sparklingruby,28/03/2023 22:31,"Doesn't believe in evolution, denies climate change, thinks Africa's a country, Palin for president!",Y,0.7063
EpsilonTheory,28/03/2023 22:27,"Is global warming a plot? Mm, nah: The Kanab Republican thinks there's a big fat conspiracy -- by scientists, the ... http://bit.ly/dry4Xb",N,0.6746
Orugario_,28/03/2023 22:01,The great global warming collapse - The Globe and Mail http://ow.ly/14DHG,N,0.6817
BillyM2k,28/03/2023 21:51,Dumbass global warming believer whining abt big oil funding deniers. Agw alarmists R funded by big oil & more http://tinyurl.com/yctegy8,N,1
kcimc,28/03/2023 21:49,Olympic Organizers desperate for climate change http://bit.ly/ddYNn6 #tcot,NA,0.6654
NicoleBarbaro,28/03/2023 21:34,@Emperor_Bob So do I have it right? Global Warming caused by CO2 causes hothouse gases to cause freezing?? Got it!!,N,0.6489
dangiuz,28/03/2023 20:32,Obama: Environmental Genius? | Avoid-Global-Warming.com: avoid-global-warming.com - Stop Global Warming! Everythin... http://bit.ly/9BTud0,Y,1
macil_tech,28/03/2023 19:54,Poll: Nevada skeptical of global warming|Nevadans are cool to the idea the planet is getting warmer and to a .. http://oohja.com/xb1zV,N,0.6967
youlooklikeamom,28/03/2023 19:44,Obama: Environmental Genius? | Avoid-Global-Warming.com: avoid-global-warming.com - Stop Global Warming! Everythin... http://bit.ly/9BTud0,Y,1
eli1ah,28/03/2023 19:01,This common sense observation alone discredits the global warming hoax proponents. http://bit.ly/9JoZBA,N,1
Calipers_tongs,28/03/2023 18:44,"I thought of killing myself, says climate scandal professor http://bit.ly/ddpGQL GLOBAL WARMING IS A FRAUD 4 WORLD GOVERNMENT! #NWO",N,1
sonatacreates,28/03/2023 18:38,Education: The Global Warming Challenge | One Utah: Utah's Favorite Public Square for Loud Political Debate. One ... http://bit.ly/9u09Bs,NA,1
AntonHand,28/03/2023 18:35,Matt Ridley on climategate in Spectator: http://www.spectator.co.uk/print/politics/all/5749853/the-global-warming-guerrillas.thtml,N,1
fixone,28/03/2023 18:30,Go Green Toolshed ' Blog Archive ' NASA Global Warming Alarmist ... compliment,Y,0.5067
tobias_petry,28/03/2023 17:58,#NewsVine The great global warming collapse http://bit.ly/c0Hf7d #How2GetRich,Y,0.7042
AmanHasNoName_2,28/03/2023 17:50,Q:How Do You Feel About Global Warming ?  A:Um Lmfaooooo!! How Do You Feel ? http://formspring.me/omiyankab/q/131109345,NA,0.6719
RoisininBerlin,28/03/2023 17:47,"Legislature: global warming is a conspiracy: Examiner.com AP Photo State Representative Mike Noel-R, Kanab, believ... http://bit.ly/dvCD9W",N,1
TelepresenceLen,28/03/2023 17:41,Climate change?: RT @CNNInternatDesk 'Snowmageddon' slams WA -Close to 20 inches of snow piled up...cutting power to hundreds of thousands.,N,0.685
h4m4t0,28/03/2023 17:14,Stossel Show - Global Warming & The Free Market vs. Gov Subsidy http://bit.ly/bJ4nh5 #climate #green #Libertarian #nuclear #p2 #tlot,NA,0.6844
kwesiiie,28/03/2023 17:13,"Democratic Party supports Prostitution, Abortion, Pot, Homosexuality, NAMBLA  Global Warming ACORN ECIU stopbeck #tcot @Glenn Beck Fox News",NA,0.6709
schreier,28/03/2023 16:53,Stossel Show - Global Warming! The high cost to the worlds poor http://bit.ly/dtUrLg #climate #climategate #libertarian #tlot #tcot #p2,Y,1
emilymbender,28/03/2023 16:53,"We know what Global Warming is, but whats \""Global Dimming\""?  predecessors .",Y,0.6105
egalaida,28/03/2023 16:50,"The great global warming collapse http://tgam.ca/Hrh (via @globeandmail) Al Gore and the rest of the ""chicken little"" crowd need punishment!",N,0.7087
wongmjane,28/03/2023 16:32,;P Global Warming Wont Melt Ignorance http://bit.ly/9UYFbO g spot,Y,0.6884
alexsteacy,28/03/2023 15:58,Where Did We Go Wrong on 'Green Jobs'? | The Global Warming Statistics http://bit.ly/bOs2yQ,Y,0.7199
Armchaircriteck,28/03/2023 15:57,Act the F*ck Now: Best Global Warming Video Ever http://post.ly/MW4A,Y,0.6653
BillCorbett,28/03/2023 15:37,"Media cools on global warming: By News on the Net Saturday, February 6, 2010 LAST weekend looks likely to have bee... http://bit.ly/9d2s2H",N,0.6906
neohominin,28/03/2023 15:33,Claiming Climate change is man made or it will effect our lives if we dont change our ways IS COMPLETE BULLSHIT! TREE HUGGERS HARM US MORE!,N,1
SigalSamuel,28/03/2023 15:19,http://bit.ly/bgaWIH An Honest IPCC Scientist Warns His Colleagues: Dont Dismiss ClimateGate ways to stop global warming :P,Y,0.6622
AlexIsBuilding,28/03/2023 15:12,RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,N,0.6357
OxfordYazuka,28/03/2023 15:10,New scientific consensus: Hot air from global warming alarmists is melting Himalayan glaciers! Journalists are free to cite this tweet.#hhrs,Y,0.6615
JazzysArt,28/03/2023 14:54,Yeah...global warming my ass...,N,1
catwheezie,28/03/2023 14:46,"At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://bit.ly/9EvcAf",NA,0.6761
Plinz,28/03/2023 14:30,"@LaurenConrad Oh.  Well, there goes the global warming theory LOL",N,0.7538
lilbabygandhi,28/03/2023 14:10,@edenjames sign of the apocolypse: winter. Evidence against global warming: winter. Brr boo brrr,N,1
thomaschattwill,28/03/2023 14:04,ENVIRONMENTAL REPUBLICAN: Global Warming Belief Melting Away: The Populus poll of 1001 adults found 25% did not th... http://bit.ly/9Vi0SM,N,0.681
mezaoptimizer,28/03/2023 13:16,Top UN environment official defends conclusions of landmark climate change report: http://ping.fm/fkOj4,NA,0.492
DanielMiessler,28/03/2023 13:15,Varanasi holds fire ritual to prevent global warming  http://bit.ly/3SlEzl,Y,0.6673
khanacademy,28/03/2023 12:57,Family Water Alliance founder cold on global warming|The woman who started one of the most powerful grassroots .. http://oohja.com/xaZUS,Y,0.4733
KevinAFischer,28/03/2023 12:19,"@1HotItalian First it was global cooling, then it was global warming, now it's climate change (AKA ""weather""). Simple! :) #tcot",N,1
teja2495,28/03/2023 12:18,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y,1
drewrcarr,28/03/2023 12:11,"I guess we need to stop saying ""global warming"" & replace it w/ ""climate crisis"" for Repub's sake. gw just short circuits their brain.",Y,1
on_da_spectrum,28/03/2023 12:00,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y,0.6796
SheldonEvans,28/03/2023 11:54,"The great global warming collapse: Globe and Mail In 2007, the most comprehensive report to date on global warming... http://bit.ly/cYyYVx",Y,0.6279
rachhlister,28/03/2023 11:52,Effort underway to suspend California's global-warming law http://bit.ly/8YfJWz,NA,1
ZakugaMignon,28/03/2023 11:41,allAfrica.com: Africa And Global Warming: allAfrica: African news and information for a global audience. http://bit.ly/cdJjX8,NA,1
GrammarHippy,28/03/2023 11:40,Enlisting a drug discovery technique in the battle against global warming :) acs http://bit.ly/cldU6W,Y,1
DarrellLerner,28/03/2023 10:39,Cut Global Warming ' Blog Archive ' Climategate: global warming ...: Phil Jones will be vindicated by 'rock solid'... http://bit.ly/culHfn,Y,0.7032
courtneymilan,28/03/2023 09:57,Painting your roofs white could help reduce effects of global warming  phenomenon ;P,Y,1
courtneymilan,28/03/2023 09:44,Family Water Alliance founder cold on global warming|The woman who started one of the most powerful grassroots .. http://oohja.com/xaZQQ,NA,0.362
dowellml,28/03/2023 08:53,"California's global warming law halted to focus on jobs: http://www.latimes.com/news/local/la-me-ballot-warming6-2010feb06,0,5959308.story",NA,1
Zeneca,28/03/2023 07:39,Effort underway to suspend California's global-warming law http://bit.ly/9sIIhR,NA,0.6576
Noratidus,28/03/2023 07:23,Effort underway to suspend California's global-warming law http://bit.ly/cLRoXg,NA,0.477
MikePFrank,28/03/2023 07:13,RT @Flipbooks The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl #News,N,1
Anda19,28/03/2023 05:48,Los Angeles: Effort underway to suspend California's global-warming law http://bit.ly/dsLmiF,NA,0.7227
thinking_slow,28/03/2023 04:25,RT @lanewsnow: Effort underway to suspend California's global-warming law http://dlvr.it/1Q3x,NA,0.6421
knotty_llama,28/03/2023 03:56,Effort underway to suspend California's global-warming law http://dlvr.it/1Q3x,N,0.6969
the_aiju,28/03/2023 03:51,GayPatriot ' Shitload of Global Warming Set to Cripple Northeast USA: SPECIAL WEATHER STATEMENT NATIONAL WEATHER S... http://bit.ly/9D1mav,Y,0.6597
demigodgeous,28/03/2023 03:39,How our belief in climate change is draining away as number of doubters rises by 10% in three months http://bit.ly/aEZOsx,N,0.477
That_GuyMike,28/03/2023 03:25,Movement to suspend California's global-warming law gathers steam http://bit.ly/an5naD,N,0.7164
SamuelXeus,28/03/2023 03:16,RT @ClimaTweets: [World Changing] 29 Graphs of Climate Change Science in One Place:  a one stop shop of... http://bit.ly/913ZwI,Y,1
kshama612,28/03/2023 02:44,Movement to suspend California's global-warming law gathers steam: By MARGOT ROOSEVELT | Los Angeles Times •_´ Publi... http://bit.ly/ckRo4n,NA,0.6699
pastorcharlesc,28/03/2023 02:38,"They predict 30"" snow in DC & Philly. Whack!! All 3 Wash airports closed thru Sunday. That damn global warming",N,0.6646
TylerGlaiel,28/03/2023 02:26,@beardlace ps it annoys me when survivalist types don't believe in global warming. Don't they know it'd be a great excuse for this stuff?,Y,1
ArthurB,28/03/2023 02:25,Global warming??? . globalwarming,NA,0.6531
cophilosopher,28/03/2023 02:21,Extreme weather across the globe is due to a strong El Nino. It may be climate change related. Scientists aren't sure. http://bit.ly/98dRYO,N,0.3743
damien_page,28/03/2023 01:53,RT @TelegraphNews India forms new climate change body http://bit.ly/dCOe4U,NA,1
WeirdoBuhReal,28/03/2023 01:43,Los Angeles: Is the Giant Squid Invasion due to Global Warming? http://bit.ly/9TZ9j7,Y,0.6983
Erwin_AI,28/03/2023 01:10,RT @lizarddawg Global Warming Dying A Horrible Death http://cli.gs/S5BjH #UN #obama #tcot #NASA,N,1
janiehaddad,28/03/2023 01:08,@wilshipley I think given the scale and implications of climate change people look for plausible deniability instead of nutting up. Sad.,Y,1
SalsaTekila,28/03/2023 00:27,Editorial: Washington seems to be backing down from its climate-change efforts http://bit.ly/cfXDj7,NA,1
FlipsieVT,28/03/2023 00:20,@GayPatriot You don't believe in global climate change?  I don't really understand your point.,Y,1
harriweinreb,28/03/2023 00:16,The bitter clingers of the Global Warming movement http://bit.ly/bSJco1 via @AddToAny,Y,0.6503
KeithJCarberry,28/03/2023 00:16,"All ppl w/ working brains know global warming's a huge con, but politicians still pushing capntrade Sign petition http://tinyurl.com/nuxxhg",N,1
MakadiaHarsh,28/03/2023 00:10,#NewsVine Oceans Reveal Further Impacts Of Climate Change http://bit.ly/bkdGXa #How2GetRich,Y,1
Suhail,28/03/2023 00:06,Biggest snowstorm ever coming to Washington.. God must not support Global Warming.. BHO Are you listening now???,N,0.6651
raelaveire,27/03/2023 23:48,Is climate change agenda unraveling for politicians? http://ow.ly/14qS1,NA,0.6618
VincentCrypt46,27/03/2023 23:46,Climate Change Fraud - Media cools on global warming: Climate-change sceptics are being vindicated by scientific s... http://bit.ly/d34d8Y,N,1
thegooddoctuh,27/03/2023 23:41,"Those of you who think snow means there's no such as global warming, DUH: http://www.npr.org/templates/story/story.php?storyId=123380157",Y,0.6818
alepiad,27/03/2023 23:37,"Arctic climate changing faster than expected-study: WINNIPEG, Manitoba (Reuters) - Climate change is transforming ... http://bit.ly/ag23Bo",Y,1
Category_Fury,27/03/2023 23:36,fail! this article mentions climate change midway through the article. totally buried the lede. http://bit.ly/afgr51 #journalism #climate,N,0.5127
collegefessing,27/03/2023 23:31,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y,1
FreyaHolmer,27/03/2023 22:01,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y,0.6491
NecroKuma3,27/03/2023 22:00,Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion :)  intergovernmental panel on climate change,Y,0.6094
yoclesh,27/03/2023 21:09,Los Angeles: Is the Giant Squid Invasion due to Global Warming? http://bit.ly/9TZ9j7,Y,1
FreyaHolmer,27/03/2023 21:04,Massachusetts positioned for steep global warming gas reductions http://bit.ly/b5JldK,Y,1
DoobusGoobus,27/03/2023 20:55,"It's settled: Global warming science is sloppy: According to the last IPCC report, published in 2007, some 55% of ... http://bit.ly/aYnzEJ",N,0.7087
FreyaHolmer,27/03/2023 20:08,It's not the same ol' Walden Pond anymore: how climate change has altered Thoreau's hideaway. http://bit.ly/d6Rppq,Y,1
ESimplyJ,27/03/2023 20:08,"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://bit.ly/dmdFRT",NA,0.6845
NeurosamaAI,27/03/2023 19:59,If only people knew... =p RT @AhhPhotography: Next thing they're going to blame global warming on is Dihydrogen Monoxide.,N,1
JeffLadish,27/03/2023 19:36,@plutoniumpage Yeah that must be why every runs away from pop. control when its mentioned in Climate Change circles,NA,0.6642
tokyomegaplex,27/03/2023 19:30,Makes sense! RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,N,1
alexalbert__,27/03/2023 19:23,Citizen Journalist Discusses Climate Change Summit http://dlvr.it/1NcP,NA,0.6438
EZE3D,27/03/2023 19:20,Is the Giant Squid Invasion due to Global Warming? - http://fwix.com/article/3_19cd7519b2,Y,1
dwpasulka,27/03/2023 19:13,Is the Giant Squid Invasion due to Global Warming? http://dlvr.it/1NZB,N,0.515
Frantik_Musik,27/03/2023 19:12,Jon Stewart can't figure out truth abt global warming? So basically he's a thoughtless fool who has a lot of writers and makes funny faces.,NA,0.6604
iScienceLuvr,27/03/2023 19:08,"RT @hulu: O'Reilly vs. Stewart on global warming, Iran and terrorism http://bit.ly/dsFPG4",NA,0.6776
arvalis,27/03/2023 19:07,Media cools on global warming: LAST weekend looks likely to have been a tipping point in the media debate on clima... http://bit.ly/8XT2n4,NA,0.6572
ValaAfshar,27/03/2023 19:02,Backing down on climate change - Has Washington lost its appetite for global warming? | http://is.gd/7Lk8x,NA,0.6399
cblavier,27/03/2023 19:00,http://bit.ly/d0zbcF global warming skeptics ;O ARCHIVES: Penn State scientist in hot seat over e-mails,NA,0.7114
KyraLieberman,27/03/2023 18:43,Los Angeles Jobs - *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr* http://ow.ly/16vsyu,Y,1
Coelasquid,27/03/2023 18:38,Federal agency denies protections for tiny pika  :P global warming,NA,0.7108
cHHillee,27/03/2023 18:32,Federal agency denies protections for tiny pika   global warming,Y,0.6754
GeorgeMayer,27/03/2023 18:22,Precarious Homes Potentially Subject To Climate Change (PHOTOS) http://dlvr.it/1Mlk,Y,0.683
sadalsvvd,27/03/2023 18:07,Climate Change Watch India: Air Pollution Control http://bit.ly/dB2A9L,Y,1
DegenSqaured,27/03/2023 18:04,Pachauri insists science behind global warming remains 'totally valid' http://bit.ly/d0xGUZ,Y,0.7013
deepfates,27/03/2023 18:03,"Weekend meeting to discuss China, Greece, maybe global warming: By Greg Robb, MarketWatch WASHINGTON (MarketWatch)... http://bit.ly/9ytCTp",NA,0.7167
Zeneca,27/03/2023 17:28,;) Do you believe in Global Warming  Al Gore - Democratic Ideas is it influencing how you will Vote in November? 10 years,NA,0.698
jvitak,27/03/2023 17:12,The reason global warming isn't accepted more widely has nothing to do with global warming or any lack of evidence. http://bit.ly/b9Jo7h,Y,0.6231
babyoid,27/03/2023 17:02,India forms breakaway climate change body http://bit.ly/aOYpaU,NA,0.6725
benedictevans,27/03/2023 17:02,RT @latimesgreen: Backing down on climate change: Washington appears to have lost its appetite for attacking the problem of global w... http://bit.ly/aEPgPr,NA,0.3567
fabianstelzer,27/03/2023 17:01,Backing down on climate change: Washington appears to have lost its appetite for attacking the problem of global w... http://bit.ly/aEPgPr,NA,0.6751
timsoret,27/03/2023 17:00,Backing down on climate change: Washington appears to have lost its appetite for attacking the problem of global w... http://bit.ly/aEPgPr,NA,1
PepperoniDave,27/03/2023 16:52,#ThankYouObama for pushing a climate change bill that has absolutely no credible scientific backing #tcot #p2 #climategate #ocra,N,0.365
saylor,27/03/2023 16:50,:P What can our families do to help stop global warming? good luck,Y,1
EigenGender,27/03/2023 16:49,Instapundit ' Blog Archive ' TWELVE INCHES OF GLOBAL WARMING ...: TWELVE INCHES OF GLOBAL WARMING: Sounds like a p... http://bit.ly/9QisM6,NA,1
gummibear737,27/03/2023 16:43,"""Too much change is not good, just ask the climate.""",Y,0.653
divine_economy,27/03/2023 12:41,RT @lizarddawg: Copenhagen Is On Dispite New Evidence That Global Warming Was Junk Science http://cli.gs/PWPWt #england #poland #UN,N,0.7112
EricHallahan,27/03/2023 12:21,"it turns out the groundhog saw its shadow the other day , 6 more weeks of winter.   wheres the global warming people ?",N,1
XinyiWang98,27/03/2023 12:18,Global warming does not have political ties http://dlvr.it/1LgW,Y,0.6528
TuurDemeester,27/03/2023 12:18,"http://bit.ly/b2du4M :P stop global warming The Global Climate: Yes, Its Still Warming",Y,1
abruzuc,27/03/2023 12:16,India to 'pull out' of UN 'global warming' panel because it 'cannot rely' on UN...: http://bit.ly/dCOe4U via @addthis,NA,0.708
DaRealEarth1,27/03/2023 11:56,"The Global Climate: Yes, It's Still Warming: Treehugger by Brian Merchant, Brooklyn, New York on 02. 4.10 As many ... http://bit.ly/aXqGbt",Y,1
max_paperclips,27/03/2023 11:55,6 of 25 known Great Basin pika populations were lost by 2003 primarily due to climate change. More have likely disappeared since.,Y,1
ashevat,27/03/2023 11:53,VIDEO Fuel for Climate Change Skeptics: The un's climate chief admitted scientists made mistakes in a major ... http://tinyurl.com/yldn744,N,0.5331
